Time,Distance(mm),angleServo1,angleServo2
18:38:10,224.0,31,180
18:38:10,269.0,43,180
18:38:10,352.0,64,180
18:38:10,349.0,64,180
18:38:10,321.0,56,180
18:38:10,203.0,26,180
18:38:10,124.0,6,180
18:38:10,123.0,5,180
18:38:10,155.0,14,180
18:38:10,248.0,38,180
18:38:11,293.0,49,180
18:38:11,323.0,57,180
18:38:11,330.0,59,180
18:38:11,297.0,50,180
18:38:11,225.0,32,180
18:38:11,139.0,10,180
18:38:11,136.0,9,180
18:38:11,164.0,16,180
18:38:11,192.0,23,180
18:38:12,252.0,39,180
18:38:12,303.0,52,180
18:38:12,311.0,54,180
18:38:12,310.0,54,180
18:38:12,270.0,43,180
18:38:14,270.0,43,180
18:38:14,270.0,43,180
18:38:14,227.0,32,180
18:38:14,169.0,17,180
18:38:14,130.0,7,180
18:38:14,100.0,0,180
18:38:14,90.0,0,180
18:38:14,72.0,0,180
18:38:14,85.0,0,180
18:38:14,85.0,0,180
18:38:14,85.0,0,180
18:38:15,147.0,12,180
18:38:15,205.0,27,180
18:38:15,298.0,50,180
18:38:15,416.0,81,180
18:38:15,441.0,87,180
18:38:15,565.0,119,180
18:38:15,565.0,119,180
18:38:15,1461.0,180,180
18:38:15,1458.0,180,180
18:38:16,1458.0,180,180
18:38:16,1458.0,180,180
18:38:16,1458.0,180,180
18:38:16,1458.0,180,180
18:38:16,574.0,121,180
18:38:16,560.0,118,180
18:38:16,213.0,29,180
18:38:16,486.0,99,180
18:38:16,523.0,108,180
18:38:16,510.0,105,180
18:38:16,420.0,82,180
18:38:16,239.0,35,180
18:38:17,329.0,58,180
18:38:17,329.0,58,180
18:38:17,329.0,58,180
18:38:17,519.0,107,180
18:38:17,455.0,91,180
18:38:17,518.0,107,180
18:38:17,461.0,92,180
18:38:17,225.0,32,180
18:38:17,244.0,37,180
18:38:17,348.0,63,180
18:38:18,505.0,104,180
18:38:18,410.0,79,180
18:38:18,444.0,88,180
18:38:19,444.0,88,180
18:38:19,444.0,88,180
18:38:20,515.0,106,180
18:38:20,518.0,107,180
18:38:20,517.0,107,180
18:38:20,513.0,106,180
18:38:20,496.0,101,180
18:38:20,154.0,13,180
18:38:20,161.0,15,180
18:38:20,376.0,70,180
18:38:20,466.0,94,180
18:38:21,466.0,94,180
18:38:21,466.0,94,180
18:38:21,454.0,91,180
18:38:21,444.0,88,180
18:38:21,441.0,87,180
18:38:21,444.0,88,180
18:38:21,443.0,88,180
18:38:21,441.0,87,180
18:38:21,451.0,90,180
18:38:21,267.0,42,180
18:38:21,382.0,72,180
18:38:22,512.0,105,180
18:38:22,504.0,103,180
18:38:22,519.0,107,180
18:38:22,524.0,109,180
18:38:22,527.0,109,180
18:38:22,532.0,111,180
18:38:24,532.0,111,180
18:38:24,532.0,111,180
18:38:24,462.0,93,180
18:38:24,449.0,89,180
18:38:24,433.0,85,180
18:38:24,453.0,90,180
18:38:24,480.0,97,180
18:38:24,479.0,97,180
18:38:24,484.0,98,180
18:38:25,492.0,100,180
18:38:25,493.0,101,180
18:38:25,493.0,101,180
18:38:25,493.0,101,180
18:38:25,490.0,100,180
18:38:25,496.0,101,180
18:38:25,493.0,101,180
18:38:25,496.0,101,180
18:38:25,496.0,101,180
18:38:25,496.0,101,180
18:38:25,496.0,101,180
18:38:26,494.0,101,180
18:38:26,496.0,101,180
18:38:26,495.0,101,180
18:38:26,496.0,101,180
18:38:26,498.0,102,180
18:38:26,497.0,102,180
18:38:26,497.0,102,180
18:38:26,497.0,102,180
18:38:26,494.0,101,180
18:38:27,496.0,101,180
18:38:27,496.0,101,180
18:38:27,496.0,101,180
18:38:27,494.0,101,180
18:38:27,492.0,100,180
18:38:27,490.0,100,180
18:38:27,495.0,101,180
18:38:27,492.0,100,180
18:38:27,491.0,100,180
18:38:27,490.0,100,180
18:38:28,489.0,100,180
18:38:28,495.0,101,180
18:38:28,492.0,100,180
18:38:28,493.0,101,180
18:38:28,491.0,100,180
18:38:28,493.0,101,180
18:38:28,493.0,101,180
18:38:28,490.0,100,180
18:38:28,498.0,102,180
18:38:29,507.0,104,180
18:38:29,383.0,72,180
18:38:29,412.0,80,180
18:38:29,485.0,99,180
18:38:29,475.0,96,180
18:38:29,462.0,93,180
18:38:29,469.0,94,180
18:38:29,468.0,94,180
18:38:29,467.0,94,180
18:38:29,472.0,95,180
18:38:30,469.0,94,180
18:38:30,468.0,94,180
18:38:30,471.0,95,180
18:38:30,471.0,95,180
18:38:30,475.0,96,180
18:38:30,470.0,95,180
18:38:30,473.0,95,180
18:38:30,471.0,95,180
18:38:30,471.0,95,180
18:38:31,473.0,95,180
18:38:31,471.0,95,180
18:38:31,471.0,95,180
18:38:31,469.0,94,180
18:38:31,471.0,95,180
18:38:31,470.0,95,180
18:38:31,468.0,94,180
18:38:31,468.0,94,180
18:38:31,471.0,95,180
18:38:33,471.0,95,180
18:38:33,471.0,95,180
18:38:33,470.0,95,180
18:38:33,472.0,95,180
18:38:33,474.0,96,180
18:38:33,472.0,95,180
18:38:34,472.0,95,180
18:38:34,474.0,96,180
18:38:34,473.0,95,180
18:38:34,472.0,95,180
18:38:34,472.0,95,180
18:38:34,472.0,95,180
18:38:34,472.0,95,180
18:38:34,474.0,96,180
18:38:34,475.0,96,180
18:38:34,474.0,96,180
18:38:34,473.0,95,180
18:38:35,473.0,95,180
18:38:35,473.0,95,180
18:38:35,475.0,96,180
18:38:35,476.0,96,180
18:38:35,476.0,96,180
18:38:35,474.0,96,180
18:38:35,475.0,96,180
18:38:35,475.0,96,180
18:38:35,475.0,96,180
18:38:36,474.0,96,180
18:38:36,475.0,96,180
18:38:36,477.0,96,180
18:38:36,481.0,97,180
18:38:36,477.0,96,180
18:38:36,478.0,97,180
18:38:36,476.0,96,180
18:38:36,478.0,97,180
18:38:36,479.0,97,180
18:38:36,488.0,99,180
18:38:37,474.0,96,180
18:38:37,476.0,96,180
18:38:37,478.0,97,180
18:38:37,478.0,97,180
18:38:37,478.0,97,180
18:38:37,475.0,96,180
18:38:37,475.0,96,180
18:38:37,476.0,96,180
18:38:37,474.0,96,180
18:38:38,477.0,96,180
18:38:38,476.0,96,180
18:38:38,472.0,95,180
18:38:38,474.0,96,180
18:38:38,475.0,96,180
18:38:38,475.0,96,180
18:38:38,475.0,96,180
18:38:38,476.0,96,180
18:38:38,472.0,95,180
18:38:38,473.0,95,180
18:38:39,474.0,96,180
18:38:39,475.0,96,180
18:38:39,478.0,97,180
18:38:39,481.0,97,180
18:38:39,480.0,97,180
18:38:39,478.0,97,180
18:38:39,478.0,97,180
18:38:39,475.0,96,180
18:38:39,473.0,95,180
18:38:40,472.0,95,180
18:38:40,474.0,96,180
18:38:40,472.0,95,180
18:38:41,472.0,95,180
18:38:41,472.0,95,180
18:38:41,456.0,91,180
18:38:42,461.0,92,180
18:38:42,451.0,90,180
18:38:42,469.0,94,180
18:38:42,471.0,95,180
18:38:42,510.0,105,180
18:38:42,512.0,105,180
18:38:42,504.0,103,180
18:38:42,504.0,103,180
18:38:42,504.0,103,180
18:38:42,504.0,103,180
18:38:43,502.0,103,180
18:38:43,495.0,101,180
18:38:43,496.0,101,180
18:38:43,489.0,100,180
18:38:43,471.0,95,180
18:38:43,450.0,90,180
18:38:45,450.0,90,180
18:38:45,450.0,90,180
18:38:45,555.0,117,180
18:38:45,555.0,117,180
18:38:45,666.0,145,180
18:38:45,651.0,141,180
18:38:45,1407.0,180,180
18:38:45,1344.0,180,180
18:38:45,1389.0,180,180
18:38:45,1381.0,180,180
18:38:46,1378.0,180,180
18:38:46,1378.0,180,180
18:38:46,1378.0,180,180
18:38:46,1366.0,180,180
18:38:46,1334.0,180,180
18:38:46,1314.0,180,180
18:38:46,1309.0,180,180
18:38:46,1298.0,180,180
18:38:46,1320.0,180,180
18:38:46,1320.0,180,180
18:38:47,1321.0,180,180
18:38:47,1316.0,180,180
18:38:47,1326.0,180,180
18:38:47,1326.0,180,180
18:38:47,1332.0,180,180
18:38:47,1337.0,180,180
18:38:47,1332.0,180,180
18:38:47,1332.0,180,180
18:38:47,1326.0,180,180
18:38:48,1326.0,180,180
18:38:48,1332.0,180,180
18:38:48,1329.0,180,180
18:38:48,1340.0,180,180
18:38:48,1333.0,180,180
18:38:48,1331.0,180,180
18:38:48,1327.0,180,180
18:38:48,1334.0,180,180
18:38:48,1325.0,180,180
18:38:48,1336.0,180,180
18:38:49,1330.0,180,180
18:38:49,1333.0,180,180
18:38:49,1302.0,180,180
18:38:49,1269.0,180,180
18:38:49,1235.0,180,180
18:38:49,1169.0,180,180
18:38:49,1169.0,180,180
18:38:49,1169.0,180,180
18:38:49,353.0,65,180
18:38:49,374.0,70,180
18:38:50,495.0,101,180
18:38:50,575.0,122,180
18:38:50,493.0,101,180
18:38:50,459.0,92,180
18:38:50,497.0,102,180
18:38:50,488.0,99,180
18:38:50,486.0,99,180
18:38:50,486.0,99,180
18:38:50,486.0,99,180
