Time,Distance(mm),angleServo1,angleServo2
18:55:01,38.0,0,120
18:55:01,38.0,0,120
18:55:01,37.0,0,120
18:55:01,37.0,0,0
18:55:02,37.0,0,0
18:55:02,38.0,0,0
18:55:02,69.0,0,0
18:55:02,69.0,0,120
18:55:02,69.0,0,120
18:55:02,21.0,0,120
18:55:02,29.0,0,120
18:55:02,36.0,0,120
18:55:02,18.0,0,120
18:55:02,18.0,0,0
18:55:02,18.0,0,0
18:55:02,150.0,10,0
18:55:03,1082.0,180,0
18:55:03,1082.0,180,120
18:55:03,1082.0,180,120
18:55:03,0.0,0,120
18:55:03,0.0,0,0
18:55:03,0.0,0,0
18:55:03,271.0,34,0
18:55:03,408.0,61,0
18:55:03,0.0,0,0
18:55:03,4.0,0,0
18:55:03,19.0,0,0
18:55:04,23.0,0,0
18:55:04,21.0,0,0
18:55:04,16.0,0,0
18:55:04,20.0,0,0
18:55:04,18.0,0,0
18:55:04,14.0,0,0
18:55:04,15.0,0,0
18:55:04,18.0,0,0
18:55:04,17.0,0,0
18:55:04,17.0,0,0
18:55:05,15.0,0,0
18:55:05,18.0,0,0
18:55:05,18.0,0,0
18:55:05,16.0,0,0
18:55:05,16.0,0,0
18:55:05,15.0,0,0
18:55:05,1005.0,180,0
18:55:05,74.0,0,0
18:55:05,74.0,0,120
18:55:05,74.0,0,120
18:55:06,364.0,52,120
18:55:06,4.0,0,120
18:55:06,0.0,0,120
18:55:06,0.0,0,0
18:55:06,0.0,0,0
18:55:06,49.0,0,0
18:55:06,49.0,0,120
18:55:06,49.0,0,120
18:55:06,0.0,0,120
18:55:06,0.0,0,0
18:55:06,0.0,0,0
18:55:06,0.0,0,0
18:55:06,0.0,0,120
18:55:06,0.0,0,120
18:55:07,23.0,0,120
18:55:07,23.0,0,0
18:55:07,23.0,0,0
18:55:07,0.0,0,0
18:55:07,0.0,0,120
18:55:07,0.0,0,120
18:55:07,218.0,23,120
18:55:07,0.0,0,120
18:55:07,27.0,0,120
18:55:07,27.0,0,0
18:55:07,27.0,0,0
18:55:07,62.0,0,0
18:55:08,62.0,0,120
18:55:08,62.0,0,120
18:55:08,395.0,59,120
18:55:08,84.0,0,120
18:55:08,0.0,0,120
18:55:08,0.0,0,0
18:55:08,0.0,0,0
18:55:08,182.0,16,0
18:55:08,721.0,124,0
18:55:08,26.0,0,0
18:55:08,26.0,0,120
18:55:08,26.0,0,120
18:55:08,352.0,50,120
18:55:09,34.0,0,120
18:55:09,34.0,0,0
18:55:09,34.0,0,0
18:55:09,16.0,0,0
18:55:09,1304.0,180,0
18:55:09,1304.0,180,120
18:55:09,1304.0,180,120
18:55:09,0.0,0,120
18:55:09,0.0,0,0
18:55:09,0.0,0,0
18:55:09,104.0,0,0
18:55:09,203.0,20,0
18:55:10,316.0,43,0
18:55:10,0.0,0,0
18:55:10,1199.0,180,0
18:55:10,35.0,0,0
18:55:10,0.0,0,0
18:55:10,9.0,0,0
18:55:10,9.0,0,0
18:55:10,1100.0,180,0
18:55:10,1100.0,180,120
18:55:10,1100.0,180,120
18:55:10,683.0,116,120
18:55:11,370.0,54,120
18:55:11,64.0,0,120
18:55:11,64.0,0,0
18:55:11,64.0,0,0
18:55:11,331.0,46,0
18:55:11,236.0,27,0
18:55:11,375.0,55,0
18:55:11,0.0,0,0
18:55:11,0.0,0,120
18:55:11,0.0,0,120
18:55:11,370.0,54,120
18:55:12,0.0,0,120
18:55:12,0.0,0,0
18:55:12,0.0,0,0
18:55:12,315.0,43,0
18:55:12,0.0,0,0
18:55:12,0.0,0,120
18:55:12,0.0,0,120
18:55:12,379.0,55,120
18:55:12,0.0,0,120
18:55:12,0.0,0,0
18:55:12,0.0,0,0
18:55:12,25.0,0,0
18:55:12,25.0,0,120
18:55:12,25.0,0,120
18:55:13,306.0,41,120
18:55:13,40.0,0,120
18:55:13,40.0,0,0
18:55:13,40.0,0,0
18:55:13,0.0,0,0
18:55:13,24.0,0,0
18:55:13,13.0,0,0
18:55:13,13.0,0,0
18:55:13,13.0,0,120
